property_group_id,property_type,location_area,area,price_million,unit_price_million_m2,bedrooms,bathrooms,floors,latitude,longitude,distance_to_cbd_km,listing_date,has_furniture,car_alley
property_8747232399830056692_000212,Nhà riêng,Unknown,35.5,7800.0,219.7,3.0,5.0,4.0,,,,2025-09-27 18:39:00+00:00,0,0
property_3116277281886647756_000220,Nhà riêng,TP. Thủ Đức,52.0,4850.0,93.3,3.0,3.0,3.0,,,,2025-09-25 18:48:00+00:00,0,0
property_10791161618416007528_000222,Nhà riêng,Unknown,82.0,17200.0,209.8,,,4.0,,,,2025-09-25 18:48:00+00:00,0,0
property_5496904134621835195_000228,Nhà riêng,Quận Bình Thạnh,285.0,35500.0,124.6,6.0,6.0,3.0,,,,2025-09-26 18:47:00+00:00,0,0
property_6716669374257357499_000237,Nhà riêng,Quận Phú Nhuận,63.0,7500.0,119.0,4.0,5.0,3.0,,,,2025-09-25 18:40:00+00:00,0,0
property_17956833534562171919_000245,Nhà riêng,Unknown,80.0,10200.0,127.5,3.0,,2.0,10.795,106.617,9.38,2025-09-29 18:29:00+00:00,0,0
property_7238442883016985065_000249,Nhà riêng,Quận Tân Phú,78.0,8600.0,110.3,,,3.0,,,,2025-09-26 18:46:00+00:00,0,0
property_9485489967890400768_000262,Nhà riêng,TP. Thủ Đức,65.0,4200.0,64.6,2.0,,2.0,,,,2025-09-27 18:46:00+00:00,0,0
property_16672854838464857711_000264,Nhà riêng,Unknown,83.2,2200.0,26.4,,,,10.97,106.661,21.91,2025-09-29 18:26:00+00:00,0,0
property_8533123564787715595_000266,Nhà riêng,Quận 1,225.0,15000.0,66.7,,,8.0,,,,2025-09-28 18:46:00+00:00,0,0
property_2082610428999905619_000269,Nhà riêng,Quận Bình Tân,58.8,4500.0,76.5,4.0,3.0,1.0,,,,2025-09-27 18:40:00+00:00,0,0
property_6540838291057320238_000275,Nhà riêng,Unknown,100.0,6600.0,66.0,,,3.0,,,,2025-09-29 18:27:00+00:00,0,0
property_13757669823143043903_000281,Nhà riêng,Quận Bình Tân,65.0,7300.0,112.3,4.0,5.0,,,,,2025-09-26 18:47:00+00:00,0,0
property_4714946400296882578_000311,Nhà riêng,Quận 7,48.0,4550.0,94.8,3.0,,,,,,2025-09-26 18:48:00+00:00,0,0
property_11267944737625714215_000313,Nhà riêng,Quận 11,111.0,42000.0,378.4,6.0,7.0,5.0,,,,2025-09-25 18:40:00+00:00,0,0
property_4930766138351106844_000326,Nhà riêng,Quận 8,50.0,8200.0,164.0,3.0,3.0,,,,,2025-09-26 18:46:00+00:00,0,0
property_9401720181470630269_000327,Nhà riêng,TP. Thủ Đức,60.0,4980.0,83.0,2.0,1.0,,,,,2025-09-26 18:47:00+00:00,0,0
property_15905346195537652474_000340,Nhà riêng,TP. Thủ Đức,55.6,6450.0,116.0,2.0,2.0,2.0,,,,2025-09-25 18:48:00+00:00,0,0
property_3151940835106436869_000352,Nhà riêng,Quận Bình Tân,64.0,5200.0,81.2,3.0,3.0,2.0,,,,2025-09-26 18:40:00+00:00,0,0
property_16750595820002318411_000353,Nhà riêng,Unknown,92.3,2350.0,25.5,,,,10.972,106.763,22.73,2025-09-29 18:26:00+00:00,0,0
property_14902143847255287987_000357,Nhà riêng,TP. Thủ Đức,262.0,18500.0,70.6,,,4.0,,,,2025-09-25 18:48:00+00:00,0,0
property_951461113451163827_000361,Nhà riêng,Unknown,47.0,5100.0,108.5,,,,10.805,106.63,8.35,2025-09-29 18:37:00+00:00,0,0
property_4283157181620157774_000366,Căn hộ chung cư,Quận 7,50.0,2500.0,50.0,2.0,1.0,,,,,2025-09-27 20:51:00+00:00,0,0
property_2742501790709965861_000380,Nhà riêng,Quận Bình Thạnh,112.0,21000.0,187.5,,,,,,,2025-09-24 18:51:00+00:00,0,0
property_6360987972512366550_000383,Căn hộ chung cư,Quận Tân Phú,70.0,3100.0,44.3,2.0,,,,,,2025-09-28 20:51:00+00:00,0,0
property_10766887643453515725_000384,Nhà riêng,Quận Bình Tân,64.0,5150.0,80.5,4.0,3.0,3.0,,,,2025-09-26 18:40:00+00:00,0,0
property_12158266566169080124_000393,Nhà riêng,Quận Tân Bình,60.0,6000.0,100.0,4.0,,4.0,,,,2025-09-26 18:40:00+00:00,0,0
property_17749023316534690104_000402,Nhà riêng,Unknown,88.0,6500.0,73.9,,,3.0,,,,2025-09-29 18:27:00+00:00,0,0
property_17431635360817044886_000413,Căn hộ chung cư,Quận 6,85.0,3200.0,37.6,2.0,2.0,,,,,2025-09-28 20:51:00+00:00,0,0
property_10555124027086848798_000415,Nhà riêng,Unknown,65.9,3700.0,56.1,4.0,,3.0,10.989,106.724,23.72,2025-09-29 18:27:00+00:00,0,0
property_9135151191314155749_000426,Nhà riêng,Unknown,85.0,1500.0,17.6,1.0,,1.0,11.044,106.456,39.96,2025-09-29 18:26:00+00:00,0,0
property_17013491657091388801_000434,Nhà riêng,Unknown,112.0,1800.0,16.1,,,,11.006,106.622,26.89,2025-09-29 18:27:00+00:00,0,0
property_16780491696038941497_000440,Nhà riêng,Unknown,30.0,1650.0,55.0,2.0,2.0,2.0,10.87,106.672,10.82,2025-09-29 18:29:00+00:00,0,0
property_9442346718706838965_000442,Nhà riêng,Unknown,80.0,5520.0,69.0,1.0,1.0,1.0,10.855,106.658,9.87,2025-09-29 18:27:00+00:00,0,0
property_12308168607624417235_000443,Nhà riêng,Quận Bình Tân,150.0,13300.0,88.7,,,,,,,2025-09-26 18:47:00+00:00,0,0
property_12879620688595962920_000448,Nhà riêng,Unknown,60.0,8500.0,141.7,3.0,4.0,4.0,10.77,106.63,7.78,2025-09-29 18:29:00+00:00,0,0
property_13203174514859434800_000461,Nhà riêng,Unknown,17.4,2480.0,142.5,,,,10.747,106.664,5.23,2025-09-29 18:28:00+00:00,0,0
property_4537621470902381356_000471,Nhà riêng,Unknown,100.0,4900.0,49.0,2.0,2.0,1.0,10.808,106.568,14.92,2025-09-29 18:28:00+00:00,0,0
property_8607585341769741969_000475,Nhà riêng,Quận Gò Vấp,67.0,7300.0,109.0,5.0,,4.0,,,,2025-09-26 18:47:00+00:00,0,0
property_3009163061058849538_000476,Nhà riêng,Quận Tân Phú,66.0,10900.0,165.2,6.0,4.0,4.0,10.782,106.642,6.46,2025-09-29 18:37:00+00:00,0,0
property_16525986993660711179_000489,Nhà riêng,Quận 7,42.0,5990.0,142.6,4.0,3.0,4.0,,,,2025-09-26 18:40:00+00:00,0,0
property_9999729881413923069_000499,Căn hộ chung cư,Quận 7,53.0,3040.0,57.4,1.0,1.0,,,,,2025-09-24 20:51:00+00:00,0,0
property_13781068231221000625_000500,Căn hộ chung cư,TP. Thủ Đức,60.0,2950.0,49.2,,,,,,,2025-09-25 20:51:00+00:00,0,0
property_1516243499718325869_000511,Nhà riêng,Unknown,75.0,5000.0,66.7,,,,10.947,106.721,19.04,2025-09-29 18:27:00+00:00,0,0
property_17664852520351136730_000528,Nhà riêng,Unknown,70.1,2250.0,32.1,,,,10.97,106.761,22.45,2025-09-29 18:27:00+00:00,0,0
property_3658720888492090642_000536,Nhà riêng,Quận 7,105.0,8200.0,78.1,4.0,4.0,,,,,2025-09-26 18:48:00+00:00,0,0
property_5391838173725884940_000540,Nhà riêng,Quận Phú Nhuận,38.0,7300.0,192.1,3.0,4.0,,,,,2025-09-28 18:46:00+00:00,0,0
property_5543888984939540435_000551,Nhà riêng,Unknown,51.0,5900.0,115.7,,,,10.795,106.616,9.49,2025-09-29 18:38:00+00:00,0,0
property_15110448245778063615_000566,Nhà riêng,Unknown,200.0,3000.0,15.0,2.0,1.0,1.0,10.613,106.84,23.73,2025-09-29 18:28:00+00:00,0,0
property_5005718151579875899_000570,Nhà riêng,Unknown,50.0,4850.0,97.0,2.0,2.0,1.0,10.779,106.613,9.6,2025-09-29 18:38:00+00:00,0,0
property_5267314031278601992_000572,Nhà riêng,Unknown,56.0,4600.0,82.1,,,,10.809,106.601,11.48,2025-09-29 18:38:00+00:00,0,0
property_1628533927867716360_000574,Nhà riêng,Quận Bình Tân,60.0,4900.0,81.7,,,,,,,2025-09-26 18:47:00+00:00,0,0
property_7496348661451761717_000576,Nhà riêng,TP. Thủ Đức,100.0,7500.0,75.0,,,2.0,,,,2025-09-26 18:47:00+00:00,0,0
property_5708874315379015553_000577,Nhà riêng,Unknown,47.5,4850.0,102.1,2.0,2.0,2.0,,,,2025-09-27 18:46:00+00:00,0,0
property_13256918103930025114_000578,Nhà riêng,Unknown,57.0,5150.0,90.4,,,2.0,,,,2025-09-26 18:47:00+00:00,0,0
property_16450736823984620752_000582,Nhà riêng,Unknown,190.0,21500.0,113.2,,,5.0,,,,2025-09-27 18:46:00+00:00,0,0
property_13682960976919140327_000602,Căn hộ chung cư,Quận Gò Vấp,68.0,1730.0,25.4,2.0,2.0,,,,,2025-09-25 20:51:00+00:00,0,0
property_7654063463690379881_000606,Nhà riêng,Unknown,162.0,6700.0,41.4,6.0,6.0,1.0,10.858,106.702,9.02,2025-09-29 18:28:00+00:00,0,0
property_16457197849894851766_000615,Nhà riêng,Quận Tân Phú,37.0,6380.0,172.4,5.0,4.0,,,,,2025-09-27 18:46:00+00:00,0,0
property_18210096173461704223_000621,Nhà riêng,Quận 12,52.0,5730.0,110.2,3.0,3.0,3.0,,,,2025-09-26 18:47:00+00:00,0,0
property_3037316725275146462_000626,Nhà riêng,Unknown,107.0,6500.0,60.7,2.0,,1.0,10.862,106.606,14.03,2025-09-29 18:38:00+00:00,0,0
property_3192893295749971785_000635,Căn hộ chung cư,Quận 12,65.0,2880.0,44.3,2.0,2.0,,,,,2025-09-25 20:51:00+00:00,0,0
property_11150826470212373166_000639,Nhà riêng,Quận Gò Vấp,50.0,5250.0,105.0,2.0,,2.0,,,,2025-09-26 18:47:00+00:00,0,0
property_2686014308427053142_000643,Nhà riêng,Quận 7,94.0,5350.0,56.9,2.0,2.0,,,,,2025-09-24 18:51:00+00:00,0,0
property_18119215208055644199_000646,Nhà riêng,Quận 7,133.0,9700.0,72.9,6.0,,,,,,2025-09-26 18:40:00+00:00,0,0
property_15920960006343607558_000648,Nhà riêng,Unknown,59.7,15000.0,251.3,,,1.0,10.737,106.72,4.9,2025-09-29 18:27:00+00:00,0,0
property_13819949769327690920_000654,Nhà riêng,Quận 12,80.0,8000.0,100.0,,,,,,,2025-09-26 18:47:00+00:00,0,0
property_14413557157378235100_000655,Nhà riêng,Unknown,72.0,4500.0,62.5,,,,10.865,106.598,14.91,2025-09-29 18:27:00+00:00,0,0
property_14640490308623901168_000658,Nhà riêng,Unknown,150.0,7200.0,48.0,,,,10.956,106.672,20.16,2025-09-29 18:26:00+00:00,0,0
property_6958113882387502973_000664,Nhà riêng,Quận Tân Phú,63.0,5900.0,93.7,3.0,3.0,,,,,2025-09-26 18:47:00+00:00,0,0
property_3625197042678689435_000671,Căn hộ chung cư,Quận 4,77.0,2450.0,31.8,2.0,,,,,,2025-09-28 20:51:00+00:00,0,0
property_4070717034981578572_000678,Nhà riêng,Unknown,168.0,12900.0,76.8,,,4.0,,,,2025-09-26 18:47:00+00:00,0,0
property_3952609554368728917_000679,Nhà riêng,Quận Bình Thạnh,80.0,18900.0,236.2,,,,,,,2025-09-24 18:51:00+00:00,0,0
property_5655870140772037798_000681,Nhà riêng,Unknown,44.0,1200.0,27.3,2.0,,1.0,10.965,106.597,23.79,2025-09-29 18:28:00+00:00,0,0
property_3664874819779346787_000682,Nhà riêng,Unknown,65.0,3650.0,56.2,2.0,2.0,2.0,,,,2025-09-27 18:46:00+00:00,0,0
property_17967780987293233731_000683,Nhà riêng,Unknown,40.0,4950.0,123.8,5.0,,4.0,10.865,106.636,12.09,2025-09-29 18:28:00+00:00,0,0
property_16847439935345270606_000703,Nhà riêng,Quận 8,80.0,8130.000000000001,101.6,3.0,,,,,,2025-09-26 18:47:00+00:00,0,0
property_13439442296302234588_000707,Nhà riêng,Unknown,144.0,18500.0,128.5,4.0,3.0,3.0,10.71,106.737,8.42,2025-09-29 18:28:00+00:00,0,0
property_11413965404576356365_000708,Nhà riêng,Unknown,43.0,3790.0,88.1,2.0,,3.0,10.874,106.613,14.45,2025-09-29 18:26:00+00:00,0,0
property_13928638000980851572_000712,Nhà riêng,Quận Tân Phú,17.41,2400.0,137.9,2.0,,1.0,10.78,106.64,6.66,2025-09-29 18:29:00+00:00,0,0
property_8772681472519699060_000718,Căn hộ chung cư,TP. Thủ Đức,68.0,2800.0,41.2,,,,,,,2025-09-28 20:51:00+00:00,0,0
